10:19:13 INF [API] listening addr=127.0.0.1:54928
10:19:13 INF [DNS] server listening addr=127.0.0.1:53
10:19:13 INF [Inbound] Mixed(http+socks) listening addr=[::]:41001
10:19:13 INF [TCP] connected, doesn't match any rule lAddr=127.0.0.1:54943 rAddr=api.github.com:443 proxy=DIRECT
10:19:13 INF [Config] initial compatible provider name=微软服务
10:19:13 INF [Config] initial compatible provider name=海外使用
10:19:13 INF [Config] initial compatible provider name=谷歌服务
10:19:13 INF [Config] initial compatible provider name=节点选择
10:19:13 INF [Config] initial compatible provider name=哔哩哔哩
10:19:13 INF [Config] initial compatible provider name=Steam
10:19:13 INF [Config] initial compatible provider name=苹果服务
10:19:13 INF [Config] initial compatible provider name=境内使用
10:19:13 INF [Config] initial compatible provider name=自动选择
10:19:13 INF [Config] initial compatible provider name=Twitter
10:19:13 INF [Config] initial compatible provider name=磁力下载
10:19:13 INF [Config] initial compatible provider name=TikTok
10:19:13 INF [Config] initial compatible provider name=Netflix
10:19:13 INF [Config] initial compatible provider name=ChatGPT
10:19:13 INF [Config] initial compatible provider name=故障转移
10:19:13 INF [Config] initial compatible provider name=Telegram
10:19:13 ERR [Inbound] start failed error=Error creating interface: Access is denied. type=TUN stackType=gvisor inet=198.18.0.1/16
10:19:14 INF [TCP] connected, doesn't match any rule lAddr=127.0.0.1:54942 rAddr=raw.githubusercontent.com:443 proxy=DIRECT
10:19:15 INF [TCP] connected lAddr=127.0.0.1:54990 rAddr=www.mojie.me:443 mode=rule rule=DomainKeyword(mojie) proxy=自动选择[新加坡-优化2]
10:19:16 INF [TCP] connected lAddr=127.0.0.1:54993 rAddr=settings-win.data.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=微软服务[日本JP-T-GPT]
10:19:17 INF [TCP] connected lAddr=127.0.0.1:54995 rAddr=chat.chatra.io:443 mode=rule rule=Match() proxy=节点选择[日本-优化3-GPT]
10:19:18 INF [TCP] connected lAddr=127.0.0.1:54997 rAddr=static.chatra.io:443 mode=rule rule=Match() proxy=节点选择[日本-优化3-GPT]
10:19:18 INF [TCP] connected lAddr=127.0.0.1:54999 rAddr=s3.ax1x.com:443 mode=rule rule=Match() proxy=节点选择[日本-优化3-GPT]
10:19:19 INF [TCP] connected lAddr=127.0.0.1:55001 rAddr=static.chatra.io:443 mode=rule rule=Match() proxy=节点选择[日本-优化3-GPT]
10:19:21 INF [TCP] connected lAddr=127.0.0.1:55005 rAddr=chat.chatra.io:443 mode=rule rule=Match() proxy=节点选择[日本-优化3-GPT]
10:19:22 INF [TCP] connected lAddr=127.0.0.1:55007 rAddr=s3.ax1x.com:443 mode=rule rule=Match() proxy=节点选择[日本-优化3-GPT]
10:19:22 INF [TCP] connected lAddr=127.0.0.1:55009 rAddr=edge.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=微软服务[日本JP-T-GPT]
10:19:23 INF [TCP] connected lAddr=127.0.0.1:55011 rAddr=edge.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=微软服务[日本JP-T-GPT]
10:19:23 INF [TCP] connected lAddr=127.0.0.1:55013 rAddr=edge.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=微软服务[日本JP-T-GPT]
10:19:40 INF [TCP] connected lAddr=127.0.0.1:55022 rAddr=edge.microsoft.com:443 mode=rule rule=DomainSuffix(microsoft.com) proxy=微软服务[日本JP-T-GPT]
10:19:53 INF [TCP] connected lAddr=127.0.0.1:55031 rAddr=ntp.msn.com:443 mode=rule rule=DomainSuffix(msn.com) proxy=微软服务[日本JP-T-GPT]
10:19:54 INF [TCP] connected lAddr=127.0.0.1:55033 rAddr=assets.msn.com:443 mode=rule rule=DomainSuffix(msn.com) proxy=微软服务[日本JP-T-GPT]
10:19:55 INF [TCP] connected lAddr=127.0.0.1:55035 rAddr=arc.msn.com:443 mode=rule rule=DomainSuffix(msn.com) proxy=微软服务[日本JP-T-GPT]
10:19:56 INF [TCP] connected lAddr=127.0.0.1:55037 rAddr=img-prod-cms-rt-microsoft-com.akamaized.net:443 mode=rule rule=DomainSuffix(img-prod-cms-rt-microsoft-com.akamaized.net) proxy=微软服务[日本JP-T-GPT]
